id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
2132,,,1,http://tucao.qq.com,tucao.qq.com,1,"ins-f1pvs2kv.ias.tencent-cloud.net,ins-f1pvs2kv.ias.tencent-cloud.net","43.135.106.225,43.135.106.244","1,1",0,80,,OK,,,"43.128.0.0/10,43.128.0.0/10","AS-,AS-","-,-","澳大利亚,澳大利亚","未知,未知",CrtshQuery
2192,,,1,http://tudg.qq.com,tudg.qq.com,1,tudg.qq.com,61.241.44.24,1,0,80,,OK,,,61.241.44.0/24,AS17623,China Unicom Shenzen network,中国广东省深圳市,联通,CrtshQuery
10142,,,1,,tuijian.qq.com,2,tuijian.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
4131,,,1,http://tuling.ke.qq.com,tuling.ke.qq.com,2,tuling.ke.qq.com,43.129.255.102,1,0,80,,OK,,,43.128.0.0/10,AS-,-,澳大利亚,未知,RapidDNSQuery
4239,,,1,http://tupian.qq.com,tupian.qq.com,1,tupian.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
12291,,,1,,tutu.qq.com,2,tutu.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
7613,,,1,http://tuwang.qzone.qq.com,tuwang.qzone.qq.com,2,tuwang.qzone.qq.com,203.205.254.103,1,0,80,,OK,,,203.205.254.0/23,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
10470,,,1,,tux.qq.com,2,ins-9y6ger8e.ias.tencent-cloud.net,101.32.212.153,,,,,OK,,,,,,,,ksubdomain
10628,,,1,,tuya.qq.com,2,tuya.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
2696,,,1,http://tv.ott.video.qq.com,tv.ott.video.qq.com,3,"ins-kcaedbd1.ias.tencent-cloud.net,ins-kcaedbd1.ias.tencent-cloud.net","129.226.107.233,129.226.107.253","1,1",0,80,,OK,,,"129.226.96.0/20,129.226.96.0/20","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",CrtshQuery
1123,,,1,http://tv.qq.com,tv.qq.com,1,"ins-qz35dcz4.ias.tencent-cloud.net,ins-qz35dcz4.ias.tencent-cloud.net","129.226.106.30,129.226.107.239","1,1",0,80,,OK,,,"129.226.96.0/20,129.226.96.0/20","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",AlienVaultQuery
1352,,,1,http://tv.video.qq.com,tv.video.qq.com,2,"ins-sdyfox41.ias.tencent-cloud.net,ins-sdyfox41.ias.tencent-cloud.net","120.241.200.199,120.241.201.65","1,1",0,80,,OK,,,"120.241.0.0/16,120.241.0.0/16","AS56040,AS56040","China Mobile Communications Corporation,China Mobile Communications Corporation","中国广东省广州市,中国广东省广州市","移动,移动",CrtshQuery
513,,,1,http://tv1.qq.com,tv1.qq.com,1,tv1.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,HackerTargetQuery
2772,,,1,http://tvcms.video.qq.com,tvcms.video.qq.com,2,"ins-2w41qts9.ias.tencent-cloud.net,ins-2w41qts9.ias.tencent-cloud.net","129.226.107.239,129.226.106.30","1,1",0,80,,OK,,,"129.226.96.0/20,129.226.96.0/20","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",CrtshQuery
11845,,,1,,twr.qq.com,2,"ins-rau76ww5.ias.tencent-cloud.net,ins-rau76ww5.ias.tencent-cloud.net","43.135.106.42,43.135.106.212",,,,,OK,,,,,,,,ksubdomain
11138,,,1,,tx.qq.com,2,tx.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
217,,,1,http://tx2.qq.com,tx2.qq.com,1,tx2.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,HackerTargetQuery
10221,,,1,,txc.qq.com,2,"ins-adda1gus.ias.tencent-cloud.net,ins-adda1gus.ias.tencent-cloud.net","43.135.106.225,43.135.106.244",,,,,OK,,,,,,,,ksubdomain
9284,,,1,http://txc.tgw.cdc.qq.com,txc.tgw.cdc.qq.com,3,txc.tgw.cdc.qq.com,203.205.239.147,1,0,80,,OK,,,203.205.238.0/23,AS132203,Tencent Building Kejizhongyi Avenue,新加坡,腾讯,RapidDNSQuery
9714,,,1,http://txdoc.qq.com,txdoc.qq.com,1,txdoc.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,CertSpotterQuery
9790,,,1,http://txdocs.qq.com,txdocs.qq.com,1,txdocs.qq.com,121.51.142.11,1,0,80,,OK,,,121.51.142.0/23,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国广东省深圳市,电信,CertSpotterQuery
11410,,,1,,txl.qq.com,2,dianhua.qq.com,101.89.38.231,,,,,OK,,,,,,,,ksubdomain
11850,,,1,,txs.qq.com,2,txs.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
901,,,1,http://txscan.qq.com,txscan.qq.com,1,"rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn,rlxar5aj.sched.d0.tdnsdp1.cn","112.45.117.47,112.45.118.9,223.85.108.215,112.45.117.10,223.85.108.86,112.45.118.57,36.170.40.195,112.45.117.45,112.45.117.57,112.45.117.40,112.45.117.253","1,1,1,1,1,1,1,1,1,1,1",0,80,,OK,,,"112.45.0.0/16,112.45.0.0/16,223.85.0.0/17,112.45.0.0/16,223.85.0.0/17,112.45.0.0/16,36.170.0.0/17,112.45.0.0/16,112.45.0.0/16,112.45.0.0/16,112.45.0.0/16","AS9808,AS9808,AS9808,AS9808,AS9808,AS9808,AS9808,AS9808,AS9808,AS9808,AS9808","Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.,Guangdong Mobile Communication Co.Ltd.","中国四川省成都市,中国四川省成都市,中国四川省甘孜,中国四川省成都市,中国四川省甘孜,中国四川省成都市,中国,中国四川省成都市,中国四川省成都市,中国四川省成都市,中国四川省成都市","移动,移动,移动,移动,移动,移动,移动,移动,移动,移动,移动",AlienVaultQuery
9684,,,1,http://txz.qq.com,txz.qq.com,1,"ins-swbr0hdo.ias.tencent-cloud.net,ins-swbr0hdo.ias.tencent-cloud.net","120.232.196.181,183.232.224.111","1,1",0,80,,OK,,,"120.232.0.0/16,183.232.128.0/17","AS56040,AS56040","China Mobile Communications Corporation,China Mobile Communications Corporation","中国广东省,中国广东省广州市","移动,移动",CertSpotterQuery
11624,,,1,,txzb.qq.com,2,txzb.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
5805,,,1,http://ty.qq.com,ty.qq.com,1,ty.qq.com.x2.sched.dcloudstc.com,203.205.234.24,1,0,80,,OK,,,203.205.234.0/23,AS132203,Tencent Building Kejizhongyi Avenue,新加坡,腾讯,RapidDNSQuery
4692,,,1,http://ty.tc.qq.com,ty.tc.qq.com,2,ty.qq.com.x2.sched.dcloudstc.com,203.205.234.24,1,0,80,,OK,,,203.205.234.0/23,AS132203,Tencent Building Kejizhongyi Avenue,新加坡,腾讯,RapidDNSQuery
1927,,,1,http://ty.weixiao.qq.com,ty.weixiao.qq.com,2,tyuni.weixiao.qq.com,150.158.215.230,1,0,80,,OK,,,150.158.192.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrtshQuery
10956,,,1,,tyre.qq.com,2,tyre.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
611,,,1,http://u0.qq.com,u0.qq.com,1,u0.qq.com,203.205.219.230,1,0,80,,OK,,,203.205.219.0/24,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,HackerTargetQuery
3867,,,1,http://u1.qq.com,u1.qq.com,1,ins-gs1cffs9.ias.tencent-cloud.net,129.226.107.210,1,0,80,,OK,,,129.226.96.0/20,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
8946,,,1,http://u16.qzone.qq.com,u16.qzone.qq.com,2,u16.qzone.qq.com,203.205.254.103,1,0,80,,OK,,,203.205.254.0/23,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
1835,,,1,http://u37.qq.com,u37.qq.com,1,u37.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
11113,,,1,,ua.qq.com,2,ua.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
2166,,,1,http://ubd.weixin.qq.com,ubd.weixin.qq.com,2,"sznewcomm.weixin.qq.com,sznewcomm.weixin.qq.com","43.155.124.49,43.154.240.170","1,1",0,80,,OK,,,"43.128.0.0/10,43.128.0.0/10","AS-,AS-","-,-","澳大利亚,澳大利亚","未知,未知",CrtshQuery
11769,,,1,,uc.qq.com,2,uc.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
2347,,,1,http://ucar.qq.com,ucar.qq.com,1,ucar.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
4087,,,1,http://udp.prod.prod.webmail.antivirus.resumenes.m.3h.com.book.qq.com,udp.prod.prod.webmail.antivirus.resumenes.m.3h.com.book.qq.com,10,udp.prod.prod.webmail.antivirus.resumenes.m.3h.com.book.qq.com,157.240.7.5,1,0,80,,OK,,,157.240.7.0/24,AS32934,Facebook,美国加利福尼亚,脸书,RapidDNSQuery
12133,,,1,,ued.qq.com,2,ued.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
8968,,,1,http://uemtestnew.3g.qq.com,uemtestnew.3g.qq.com,2,uemtestnew.3g.qq.com,134.175.212.142,1,0,80,,OK,,,134.175.208.0/21,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国广东省广州市,电信,RapidDNSQuery
10875,,,1,,ufo.qq.com,2,ufo.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
8228,,,1,http://ugc-tmp.wegame.com.cn.tcdn.qq.com,ugc-tmp.wegame.com.cn.tcdn.qq.com,5,"wegame.svideolego-dk.sched.dcloudstc.com,wegame.svideolego-dk.sched.dcloudstc.com","203.205.137.225,203.205.137.237","1,1",0,80,,OK,,,"203.205.136.0/23,203.205.136.0/23","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",RapidDNSQuery
1819,,,1,http://ugc.map.qq.com,ugc.map.qq.com,2,"ins-iilauofw.ias.tencent-cloud.net,ins-iilauofw.ias.tencent-cloud.net","120.232.22.109,120.232.31.85","1,1",0,80,,OK,,,"120.232.0.0/16,120.232.0.0/16","AS56040,AS56040","China Mobile Communications Corporation,China Mobile Communications Corporation","中国广东省,中国广东省","移动,移动",CrtshQuery
2714,,,1,http://ugcbsy.qq.com,ugcbsy.qq.com,1,"u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com,u954.v.bsgslb.com","156.238.128.15,129.227.156.181,156.238.128.18,156.238.128.19,129.227.156.178,156.238.128.16,156.238.128.11,129.227.156.179,156.238.128.17,156.238.128.12,129.227.156.183","1,1,1,1,1,1,1,1,1,1,1",0,80,,OK,,,"156.238.128.0/24,129.227.144.0/20,156.238.128.0/24,156.238.128.0/24,129.227.144.0/20,156.238.128.0/24,156.238.128.0/24,129.227.144.0/20,156.238.128.0/24,156.238.128.0/24,129.227.144.0/20","AS26484,AS21859,AS26484,AS26484,AS21859,AS26484,AS26484,AS21859,AS26484,AS26484,AS21859","Hostspace Networks LLC,ZNET,Hostspace Networks LLC,Hostspace Networks LLC,ZNET,Hostspace Networks LLC,Hostspace Networks LLC,ZNET,Hostspace Networks LLC,Hostspace Networks LLC,ZNET","美国加利福尼亚,中国香港,美国加利福尼亚,美国加利福尼亚,中国香港,美国加利福尼亚,美国加利福尼亚,中国香港,美国加利福尼亚,美国加利福尼亚,中国香港","未知,层峰网络,未知,未知,层峰网络,未知,未知,层峰网络,未知,未知,层峰网络",CrtshQuery
2957,,,1,http://ui.ptlogin2.qq.com,ui.ptlogin2.qq.com,2,"ins-ojz90ij2.ias.tencent-cloud.net,ins-ojz90ij2.ias.tencent-cloud.net","129.226.103.162,129.226.107.134","1,1",0,80,,OK,,,"129.226.96.0/20,129.226.96.0/20","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",CrtshQuery
4323,,,1,http://ui.qq.com,ui.qq.com,1,ui.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
5200,,,1,http://uin.qq.com,uin.qq.com,1,uin.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
10629,,,1,,ul.qq.com,2,ul.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
11733,,,1,,ulab.qq.com,2,ulab.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
10119,,,1,,um.qq.com,2,um.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
6373,,,1,http://un.qq.com,un.qq.com,1,un.qq.com.sched.p2.tdnsv6.com,203.205.137.78,1,0,80,,OK,,,203.205.136.0/23,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
3730,,,1,http://un.qq.com.cloud.tc.qq.com,un.qq.com.cloud.tc.qq.com,5,un.qq.com.sched.p2.tdnsv6.com,203.205.137.78,1,0,80,,OK,,,203.205.136.0/23,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
1556,,,1,http://uni.mp.qq.com,uni.mp.qq.com,2,uni.mp.qq.com,112.60.13.247,1,0,80,,OK,,,112.60.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省深圳市,移动,CrtshQuery
1409,,,1,http://uni.qq.com,uni.qq.com,1,uni.qq.com,203.205.235.59,1,0,80,,OK,,,203.205.234.0/23,AS132203,Tencent Building Kejizhongyi Avenue,新加坡,腾讯,CrtshQuery
10298,,,1,,unicom.qq.com,2,unicom.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
8469,,,1,http://union.gdtimg.com.tcdn.qq.com,union.gdtimg.com.tcdn.qq.com,4,"union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com,union.gdtimg.com.legodlied1.sched.dcloudstc.com","203.205.137.113,203.205.136.163,203.205.137.227,119.28.164.141,203.205.137.31,119.28.164.149,203.205.137.184,203.205.137.76,119.28.164.203,119.28.164.223,203.205.137.101,119.28.164.31","1,1,1,1,1,1,1,1,1,1,1,1",0,80,,OK,,,"203.205.136.0/23,203.205.136.0/23,203.205.136.0/23,119.28.164.0/23,203.205.136.0/23,119.28.164.0/23,203.205.136.0/23,203.205.136.0/23,119.28.164.0/23,119.28.164.0/23,203.205.136.0/23,119.28.164.0/23","AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港,中国香港","腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯,腾讯",RapidDNSQuery
2625,,,1,http://union.qq.com,union.qq.com,1,union.qq.com,112.60.8.76,1,0,80,,OK,,,112.60.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省深圳市,移动,CrtshQuery
12335,,,1,,union.weixin.qq.com,3,"mpv6.weixin.qq.com,mpv6.weixin.qq.com","203.205.239.154,203.205.232.110",,,,,OK,,,,,,,,spider
10860,,,1,,university.qq.com,2,university.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
6364,,,1,http://unturned.qq.com,unturned.qq.com,1,un.qq.com.sched.p2.tdnsv6.com,203.205.137.78,1,0,80,,OK,,,203.205.136.0/23,AS132203,Tencent Building Kejizhongyi Avenue,中国香港,腾讯,RapidDNSQuery
5503,,,1,http://up.qq.com,up.qq.com,1,"web.gw.qq.com.sched.px.tdnsv6.com,web.gw.qq.com.sched.px.tdnsv6.com","203.205.136.160,203.205.136.84","1,1",0,80,,OK,,,"203.205.136.0/23,203.205.136.0/23","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",RapidDNSQuery
11189,,,1,,upay.qq.com,2,upay.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
1729,,,1,http://upayportal.qq.com,upayportal.qq.com,1,"jifen.qq.com,jifen.qq.com","113.108.28.157,113.108.28.167","1,1",0,80,,OK,,,"113.108.0.0/19,113.108.0.0/19","AS4816,AS4816","China Telecom (Group),China Telecom (Group)","中国广东省深圳市,中国广东省深圳市","电信,电信",CrtshQuery
2727,,,1,http://update.browser.qq.com,update.browser.qq.com,2,update-lb-tgw.browser.qq.com,112.53.27.124,1,0,80,,OK,,,112.53.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省深圳市,移动,CrtshQuery
11459,,,1,,updatecenter.qq.com,2,updatecenter.qq.com,220.194.95.252,,,,,OK,,,,,,,,ksubdomain
2361,,,1,http://upload.mail.qq.com,upload.mail.qq.com,2,upload.mail.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
1929,,,1,http://upload.om.qq.com,upload.om.qq.com,2,"ins-8sqx0ddp.ias.tencent-cloud.net,ins-8sqx0ddp.ias.tencent-cloud.net","129.226.107.130,129.226.107.66","1,1",0,80,,OK,,,"129.226.96.0/20,129.226.96.0/20","AS132203,AS132203","Tencent Building Kejizhongyi Avenue,Tencent Building Kejizhongyi Avenue","中国香港,中国香港","腾讯,腾讯",CrtshQuery
1150,,,1,http://upload.qqchess.qq.com,upload.qqchess.qq.com,2,notify.qqchess.qq.com,101.91.29.49,1,0,80,,OK,,,101.91.0.0/16,AS4812,China Telecom (Group),中国上海上海市,电信,CrtshQuery
2594,,,1,http://upload.sv.map.qq.com,upload.sv.map.qq.com,3,upload.sv.map.qq.com,0.0.0.1,0,0,80,,OK,,,0.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
11933,,,1,,ups.qq.com,2,ups.qq.com,0.0.0.1,,,,,OK,,,,,,,,ksubdomain
